id,Name,Cost,Unit,Title,Description,Keywords,Steel_grade,Sawing,Standard,Diameter,Height,Width,Thickness,Section,Coating,View,Brinell_hardness
989,Труба 273х36 ст20 ГК,30000,ton,Труба 273х36 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 273х36 из стали 20,"Где купить трубу 273х36 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 273х36! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 273х36 ст20, купить трубу 273х36 ст20, труба 273х36 ст20 цена, купить трубу 273х36",20,11-12м,ГОСТ 8732,273 мм,,,36 мм,,,Бесшовная горячекатаная труба,
990,Труба 273х40 ст20 ГК,30000,ton,Труба 273х40 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 273х40 из стали 20,"Где купить трубу 273х40 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 273х40! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 273х40 ст20, купить трубу 273х40 ст20, труба 273х40 ст20 цена, купить трубу 273х40",20,11-12м,ГОСТ 8732,273 мм,,,40 мм,,,Бесшовная горячекатаная труба,
991,Труба 273х40 ст45 ГК,30000,ton,Труба 273х40 ст45 купить в Киеве. Лучшая цена за метр горячекатаной трубы 273х40 из стали 45,"Где купить трубу 273х40 ст45 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 273х40! ГОСТ 8732, сталь 45. Звоните: (044) 503-50-45","труба 273х40 ст45, купить трубу 273х40 ст45, труба 273х40 ст45 цена, купить трубу 273х40",45,11-12м,ГОСТ 8732,273 мм,,,40 мм,,,Бесшовная горячекатаная труба,
992,Труба 273х42 ст20 ГК,30000,ton,Труба 273х42 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 273х42 из стали 20,"Где купить трубу 273х42 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 273х42! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 273х42 ст20, купить трубу 273х42 ст20, труба 273х42 ст20 цена, купить трубу 273х42",20,11-12м,ГОСТ 8732,273 мм,,,42 мм,,,Бесшовная горячекатаная труба,
993,Труба 273х45 ст20 ГК,30000,ton,Труба 273х45 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 273х45 из стали 20,"Где купить трубу 273х45 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 273х45! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 273х45 ст20, купить трубу 273х45 ст20, труба 273х45 ст20 цена, купить трубу 273х45",20,11-12м,ГОСТ 8732,273 мм,,,45 мм,,,Бесшовная горячекатаная труба,
994,Труба 273х45 ст45 ГК,30000,ton,Труба 273х45 ст45 купить в Киеве. Лучшая цена за метр горячекатаной трубы 273х45 из стали 45,"Где купить трубу 273х45 ст45 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 273х45! ГОСТ 8732, сталь 45. Звоните: (044) 503-50-45","труба 273х45 ст45, купить трубу 273х45 ст45, труба 273х45 ст45 цена, купить трубу 273х45",45,11-12м,ГОСТ 8732,273 мм,,,45 мм,,,Бесшовная горячекатаная труба,
995,Труба 273х50 ст20 ГК,30000,ton,Труба 273х50 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 273х50 из стали 20,"Где купить трубу 273х50 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 273х50! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 273х50 ст20, купить трубу 273х50 ст20, труба 273х50 ст20 цена, купить трубу 273х50",20,11-12м,ГОСТ 8732,273 мм,,,50 мм,,,Бесшовная горячекатаная труба,
996,Труба 273х60 ст20 ГК,30000,ton,Труба 273х60 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 273х60 из стали 20,"Где купить трубу 273х60 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 273х60! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 273х60 ст20, купить трубу 273х60 ст20, труба 273х60 ст20 цена, купить трубу 273х60",20,11-12м,ГОСТ 8732,273 мм,,,60 мм,,,Бесшовная горячекатаная труба,
997,Труба 273х60 ст45 ГК,30000,ton,Труба 273х60 ст45 купить в Киеве. Лучшая цена за метр горячекатаной трубы 273х60 из стали 45,"Где купить трубу 273х60 ст45 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 273х60! ГОСТ 8732, сталь 45. Звоните: (044) 503-50-45","труба 273х60 ст45, купить трубу 273х60 ст45, труба 273х60 ст45 цена, купить трубу 273х60",45,11-12м,ГОСТ 8732,273 мм,,,60 мм,,,Бесшовная горячекатаная труба,
998,Труба 299х8 ст09Г2С ГК,33000,ton,Труба 299х8 ст09Г2С купить в Киеве. Лучшая цена за метр горячекатаной трубы 299х8 из стали 09Г2С,"Где купить трубу 299х8 ст09Г2С в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 299х8! ГОСТ 8732, сталь 09Г2С. Звоните: (044) 503-50-45","труба 299х8 ст09Г2С, купить трубу 299х8 ст09Г2С, труба 299х8 ст09Г2С цена, купить трубу 299х8",09Г2С,11-12м,ГОСТ 8732,299 мм,,,8 мм,,,Бесшовная горячекатаная труба,
999,Труба 299х8 ст20 ГК,29000,ton,Труба 299х8 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 299х8 из стали 20,"Где купить трубу 299х8 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 299х8! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 299х8 ст20, купить трубу 299х8 ст20, труба 299х8 ст20 цена, купить трубу 299х8",20,11-12м,ГОСТ 8732,299 мм,,,8 мм,,,Бесшовная горячекатаная труба,
1000,Труба 299х10 ст20 ГК,29000,ton,Труба 299х10 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 299х10 из стали 20,"Где купить трубу 299х10 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 299х10! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 299х10 ст20, купить трубу 299х10 ст20, труба 299х10 ст20 цена, купить трубу 299х10",20,11-12м,ГОСТ 8732,299 мм,,,10 мм,,,Бесшовная горячекатаная труба,
1001,Труба 299х12 ст20 ГК,29000,ton,Труба 299х12 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 299х12 из стали 20,"Где купить трубу 299х12 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 299х12! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 299х12 ст20, купить трубу 299х12 ст20, труба 299х12 ст20 цена, купить трубу 299х12",20,11-12м,ГОСТ 8732,299 мм,,,12 мм,,,Бесшовная горячекатаная труба,
1002,Труба 299х12 ст30 ГК,29000,ton,Труба 299х12 ст30 П купить в Киеве. Лучшая цена за метр горячекатаной трубы 299х12 из стали 30,"Где купить трубу 299х12 ст30 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 299х12! ГОСТ 8732, сталь 30. Звоните: (044) 503-50-45","труба 299х12 ст30, купить трубу 299х12 ст30, труба 299х12 ст30 цена, купить трубу 299х12",30,11-12м,ГОСТ 8732,299 мм,,,12 мм,,,Бесшовная горячекатаная труба,
1003,Труба 299х14 ст20 ГК,29000,ton,Труба 299х14 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 299х14 из стали 20,"Где купить трубу 299х14 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 299х14! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 299х14 ст20, купить трубу 299х14 ст20, труба 299х14 ст20 цена, купить трубу 299х14",20,11-12м,ГОСТ 8732,299 мм,,,14 мм,,,Бесшовная горячекатаная труба,
1004,Труба 299х16 ст20 ГК,30000,ton,Труба 299х16 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 299х16 из стали 20,"Где купить трубу 299х16 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 299х16! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 299х16 ст20, купить трубу 299х16 ст20, труба 299х16 ст20 цена, купить трубу 299х16",20,11-12м,ГОСТ 8732,299 мм,,,16 мм,,,Бесшовная горячекатаная труба,
